customer_id,event_date,event_type,recharge_amount,data_mb_used,call_duration_minutes,channel,offer_presented,offer_accepted
5061-PBXFW,2024-01-17,CALL,,,7.1,APP,,False
5061-PBXFW,2024-01-19,DATA_SESSION,,3338.08,,USSD,,False
5061-PBXFW,2024-01-27,CALL,,,12.7,USSD,,False
5061-PBXFW,2024-02-02,DATA_SESSION,,876.29,,USSD,,False
5061-PBXFW,2024-02-09,DATA_SESSION,,1117.21,,APP,,False
5061-PBXFW,2024-03-04,CALL,,,5.4,USSD,,False
5061-PBXFW,2024-03-05,DATA_SESSION,,721.36,,USSD,,False
5061-PBXFW,2024-03-14,SMS,,,,APP,,False
5061-PBXFW,2024-03-16,DATA_SESSION,,694.04,,USSD,,False
5061-PBXFW,2024-03-26,CALL,,,3.7,APP,,False
5062-CJJKH,2024-01-03,RECHARGE,2000.0,,,AGENT,,False
5062-CJJKH,2024-01-08,RECHARGE,2000.0,,,USSD,DATA_BUNDLE_5GB,False
5062-CJJKH,2024-01-28,SMS,,,,APP,,False
5062-CJJKH,2024-02-06,DATA_SESSION,,659.01,,USSD,,False
5062-CJJKH,2024-02-16,CALL,,,5.9,WEB,,False
5062-CJJKH,2024-02-23,DATA_SESSION,,468.96,,APP,,False
5062-CJJKH,2024-03-13,DATA_SESSION,,321.49,,USSD,,False
5063-IUOKK,2024-01-10,DATA_SESSION,,840.79,,USSD,,False
5063-IUOKK,2024-01-16,DATA_SESSION,,717.83,,APP,,False
5063-IUOKK,2024-01-19,DATA_SESSION,,719.09,,USSD,,False
5063-IUOKK,2024-01-22,DATA_SESSION,,706.73,,APP,,False
5063-IUOKK,2024-01-24,CALL,,,23.4,APP,,False
5063-IUOKK,2024-01-25,SMS,,,,USSD,,False
5063-IUOKK,2024-01-26,DATA_SESSION,,877.21,,AGENT,,False
5063-IUOKK,2024-01-27,CALL,,,1.5,USSD,,False
5063-IUOKK,2024-01-28,DATA_SESSION,,499.32,,APP,,False
5063-IUOKK,2024-02-01,CALL,,,2.8,APP,,False
5063-IUOKK,2024-02-02,DATA_SESSION,,482.62,,AGENT,,False
5063-IUOKK,2024-02-03,CALL,,,3.3,AGENT,,False
5063-IUOKK,2024-02-08,DATA_SESSION,,731.04,,USSD,,False
5063-IUOKK,2024-02-10,DATA_SESSION,,562.05,,APP,,False
5063-IUOKK,2024-02-14,CALL,,,5.0,USSD,,False
5063-IUOKK,2024-02-18,DATA_SESSION,,779.38,,USSD,,False
5063-IUOKK,2024-02-20,CALL,,,0.5,WEB,,False
5063-IUOKK,2024-02-22,CALL,,,1.3,USSD,,False
5063-IUOKK,2024-02-23,RECHARGE,100.0,,,APP,,False
5063-IUOKK,2024-02-24,DATA_SESSION,,531.59,,AGENT,,False
5063-IUOKK,2024-02-26,CALL,,,7.9,APP,,False
5063-IUOKK,2024-02-28,RECHARGE,1000.0,,,USSD,DATA_BUNDLE_5GB,True
5063-IUOKK,2024-03-08,RECHARGE,2000.0,,,AGENT,,False
5063-IUOKK,2024-03-10,RECHARGE,1000.0,,,USSD,,False
5063-IUOKK,2024-03-13,CALL,,,1.8,USSD,,False
5063-IUOKK,2024-03-14,DATA_SESSION,,876.37,,USSD,,False
5063-IUOKK,2024-03-15,DATA_SESSION,,707.11,,USSD,,False
5063-IUOKK,2024-03-17,RECHARGE,500.0,,,APP,,False
5063-IUOKK,2024-03-18,RECHARGE,1000.0,,,USSD,,False
5063-IUOKK,2024-03-23,DATA_SESSION,,583.07,,USSD,,False
5063-IUOKK,2024-03-24,DATA_SESSION,,1117.78,,APP,,False
5063-IUOKK,2024-03-26,RECHARGE,1000.0,,,APP,,False
5063-IUOKK,2024-03-27,DATA_SESSION,,1010.4,,APP,,False
5063-IUOKK,2024-03-28,CALL,,,9.5,USSD,,False
5063-IUOKK,2024-03-30,DATA_SESSION,,1064.16,,APP,,False
5066-GFJMM,2024-01-18,RECHARGE,5000.0,,,USSD,,False
5066-GFJMM,2024-02-02,CALL,,,5.2,APP,,False
5066-GFJMM,2024-02-08,RECHARGE,5000.0,,,USSD,,False
5066-GFJMM,2024-02-16,CALL,,,2.6,USSD,,False
5066-GFJMM,2024-02-22,DATA_SESSION,,603.06,,USSD,,False
5066-GFJMM,2024-02-26,DATA_SESSION,,570.02,,WEB,,False
5066-GFJMM,2024-02-28,RECHARGE,2000.0,,,USSD,,False
5066-GFJMM,2024-03-03,DATA_SESSION,,543.12,,AGENT,,False
5066-GFJMM,2024-03-12,DATA_SESSION,,779.79,,USSD,,False
5066-GFJMM,2024-03-18,CALL,,,0.8,WEB,,False
5066-GFJMM,2024-03-23,SMS,,,,APP,,False
5066-GFJMM,2024-03-24,CALL,,,15.2,USSD,,False
5067-DGXLL,2024-01-03,RECHARGE,2000.0,,,APP,,False
5067-DGXLL,2024-01-08,DATA_SESSION,,170.94,,APP,,False
5067-DGXLL,2024-01-14,CALL,,,15.7,USSD,,False
5067-DGXLL,2024-01-19,CALL,,,5.3,USSD,,False
5067-DGXLL,2024-01-21,SMS,,,,AGENT,,False
5067-DGXLL,2024-02-06,DATA_SESSION,,67.56,,APP,,False
5067-DGXLL,2024-02-07,CALL,,,4.2,WEB,,False
5067-DGXLL,2024-02-10,RECHARGE,2000.0,,,USSD,,False
5067-DGXLL,2024-02-12,RECHARGE,2000.0,,,APP,,False
5067-DGXLL,2024-02-23,DATA_SESSION,,171.12,,USSD,,False
5067-DGXLL,2024-02-25,DATA_SESSION,,115.36,,USSD,,False
5067-DGXLL,2024-03-09,DATA_SESSION,,156.09,,USSD,,False
5067-DGXLL,2024-03-10,CALL,,,4.3,USSD,,False
5067-DGXLL,2024-03-13,CALL,,,11.9,AGENT,,False
5067-DGXLL,2024-03-14,RECHARGE,2000.0,,,USSD,,False
5067-DGXLL,2024-03-21,CALL,,,17.4,USSD,,False
5067-DGXLL,2024-03-28,DATA_SESSION,,173.83,,WEB,,False
5067-DGXLL,2024-03-31,DATA_SESSION,,152.9,,USSD,,False
5067-WJEUN,2024-01-06,RECHARGE,2000.0,,,USSD,,False
5067-WJEUN,2024-02-02,RECHARGE,500.0,,,USSD,,False
5067-WJEUN,2024-03-13,RECHARGE,2000.0,,,APP,,False
5067-XJQFU,2024-01-02,CALL,,,6.7,AGENT,,False
5067-XJQFU,2024-01-04,CALL,,,7.3,AGENT,,False
5067-XJQFU,2024-01-11,DATA_SESSION,,221.97,,USSD,,False
5067-XJQFU,2024-01-12,RECHARGE,1000.0,,,AGENT,,False
5067-XJQFU,2024-01-15,CALL,,,1.1,APP,,False
5067-XJQFU,2024-01-17,CALL,,,7.8,AGENT,,False
5067-XJQFU,2024-01-19,DATA_SESSION,,244.98,,APP,,False
5067-XJQFU,2024-01-22,CALL,,,0.6,APP,,False
5067-XJQFU,2024-01-23,SMS,,,,AGENT,,False
5067-XJQFU,2024-01-25,SMS,,,,AGENT,,False
5067-XJQFU,2024-02-02,RECHARGE,1000.0,,,USSD,,False
5067-XJQFU,2024-02-04,RECHARGE,1000.0,,,USSD,,False
5067-XJQFU,2024-02-08,CALL,,,6.0,USSD,,False
5067-XJQFU,2024-02-13,CALL,,,1.1,AGENT,,False
5067-XJQFU,2024-02-15,DATA_SESSION,,282.09,,APP,,False
5067-XJQFU,2024-02-18,RECHARGE,2000.0,,,USSD,LOYALTY_BONUS,False
5067-XJQFU,2024-02-19,DATA_SESSION,,416.83,,WEB,,False
5067-XJQFU,2024-02-25,CALL,,,11.2,USSD,,False
5067-XJQFU,2024-02-27,CALL,,,3.7,AGENT,,False
5067-XJQFU,2024-03-03,RECHARGE,1000.0,,,AGENT,,False
5067-XJQFU,2024-03-14,SMS,,,,APP,,False
5067-XJQFU,2024-03-18,DATA_SESSION,,283.59,,USSD,,False
5067-XJQFU,2024-03-25,DATA_SESSION,,243.55,,APP,,False
5067-XJQFU,2024-03-26,DATA_SESSION,,345.99,,USSD,,False
5067-XJQFU,2024-03-30,CALL,,,24.4,AGENT,,False
5071-FBJFS,2024-01-01,CALL,,,7.8,USSD,,False
5071-FBJFS,2024-01-05,DATA_SESSION,,725.24,,AGENT,,False
5071-FBJFS,2024-01-06,CALL,,,12.9,WEB,,False
5071-FBJFS,2024-01-12,DATA_SESSION,,278.65,,APP,,False
5071-FBJFS,2024-01-14,RECHARGE,100.0,,,USSD,,False
5071-FBJFS,2024-01-18,RECHARGE,100.0,,,AGENT,,False
5071-FBJFS,2024-01-19,DATA_SESSION,,1215.16,,USSD,,False
5071-FBJFS,2024-01-21,DATA_SESSION,,729.4,,USSD,,False
5071-FBJFS,2024-01-24,DATA_SESSION,,1069.13,,USSD,,False
5071-FBJFS,2024-01-26,DATA_SESSION,,513.41,,USSD,,False
5071-FBJFS,2024-01-27,CALL,,,29.9,APP,,False
5071-FBJFS,2024-01-30,RECHARGE,100.0,,,USSD,WEEKEND_DATA,False
5071-FBJFS,2024-02-02,DATA_SESSION,,1035.06,,APP,,False
5071-FBJFS,2024-02-03,CALL,,,0.5,USSD,,False
5071-FBJFS,2024-02-08,DATA_SESSION,,2578.38,,APP,,False
5071-FBJFS,2024-02-09,DATA_SESSION,,1369.33,,USSD,,False
5071-FBJFS,2024-02-10,RECHARGE,500.0,,,USSD,,False
5071-FBJFS,2024-02-11,DATA_SESSION,,903.21,,APP,,False
5071-FBJFS,2024-02-13,CALL,,,2.1,APP,,False
5071-FBJFS,2024-02-16,RECHARGE,100.0,,,APP,,False
5071-FBJFS,2024-02-17,RECHARGE,100.0,,,WEB,,False
5071-FBJFS,2024-02-19,DATA_SESSION,,855.39,,USSD,,False
5071-FBJFS,2024-02-20,RECHARGE,100.0,,,USSD,,False
5071-FBJFS,2024-02-21,CALL,,,0.5,APP,,False
5071-FBJFS,2024-02-23,CALL,,,8.2,APP,,False
5071-FBJFS,2024-02-26,RECHARGE,100.0,,,USSD,,False
5071-FBJFS,2024-02-27,DATA_SESSION,,958.22,,APP,,False
5071-FBJFS,2024-03-02,CALL,,,2.3,APP,,False
5071-FBJFS,2024-03-03,DATA_SESSION,,467.06,,USSD,,False
5071-FBJFS,2024-03-06,RECHARGE,500.0,,,USSD,,False
5071-FBJFS,2024-03-07,CALL,,,2.6,USSD,,False
5071-FBJFS,2024-03-11,RECHARGE,100.0,,,USSD,,False
5071-FBJFS,2024-03-12,CALL,,,2.9,USSD,,False
5071-FBJFS,2024-03-13,DATA_SESSION,,1329.1,,USSD,,False
5071-FBJFS,2024-03-16,DATA_SESSION,,643.32,,USSD,,False
5071-FBJFS,2024-03-17,RECHARGE,100.0,,,WEB,VOICE_TOPUP_100,False
5071-FBJFS,2024-03-18,DATA_SESSION,,677.48,,APP,,False
5071-FBJFS,2024-03-21,DATA_SESSION,,884.13,,USSD,,False
5071-FBJFS,2024-03-24,DATA_SESSION,,743.74,,USSD,,False
5071-FBJFS,2024-03-26,DATA_SESSION,,653.68,,USSD,,False
5071-FBJFS,2024-03-27,SMS,,,,WEB,,False
5073-RZGBK,2024-01-04,RECHARGE,2000.0,,,USSD,,False
5073-RZGBK,2024-01-07,DATA_SESSION,,908.93,,AGENT,,False
5073-RZGBK,2024-01-08,CALL,,,1.4,USSD,,False
5073-RZGBK,2024-01-11,DATA_SESSION,,596.47,,APP,,False
5073-RZGBK,2024-01-13,SMS,,,,APP,,False
5073-RZGBK,2024-01-15,DATA_SESSION,,584.98,,AGENT,,False
5073-RZGBK,2024-01-16,RECHARGE,200.0,,,USSD,,False
5073-RZGBK,2024-01-20,CALL,,,13.3,USSD,,False
5073-RZGBK,2024-01-21,RECHARGE,100.0,,,APP,DATA_BUNDLE_1GB,False
5073-RZGBK,2024-01-22,DATA_SESSION,,915.21,,AGENT,,False
5073-RZGBK,2024-01-23,RECHARGE,100.0,,,USSD,,False
5073-RZGBK,2024-02-02,DATA_SESSION,,1097.77,,AGENT,,False
5073-RZGBK,2024-02-11,CALL,,,11.2,USSD,,False
5073-RZGBK,2024-02-23,RECHARGE,100.0,,,USSD,,False
5073-RZGBK,2024-02-24,DATA_SESSION,,505.59,,APP,,False
5073-RZGBK,2024-03-01,RECHARGE,200.0,,,AGENT,,False
5073-RZGBK,2024-03-03,DATA_SESSION,,604.71,,USSD,,False
5073-RZGBK,2024-03-09,CALL,,,1.5,APP,,False
5073-RZGBK,2024-03-12,SMS,,,,APP,,False
5073-RZGBK,2024-03-20,CALL,,,4.1,APP,,False
5073-RZGBK,2024-03-24,CALL,,,3.2,USSD,,False
5073-RZGBK,2024-03-31,CALL,,,8.1,USSD,,False
5073-WXOYN,2024-01-01,CALL,,,0.7,USSD,,False
5073-WXOYN,2024-01-12,RECHARGE,500.0,,,USSD,,False
5073-WXOYN,2024-01-21,RECHARGE,500.0,,,AGENT,DATA_BUNDLE_5GB,False
5073-WXOYN,2024-02-23,CALL,,,12.0,APP,,False
5073-WXOYN,2024-03-16,DATA_SESSION,,266.21,,USSD,,False
5074-FBGHB,2024-01-03,DATA_SESSION,,601.95,,USSD,,False
5074-FBGHB,2024-01-05,RECHARGE,100.0,,,USSD,,False
5074-FBGHB,2024-01-10,RECHARGE,100.0,,,USSD,,False
5074-FBGHB,2024-01-13,CALL,,,4.3,USSD,,False
5074-FBGHB,2024-01-14,DATA_SESSION,,1040.51,,USSD,,False
5074-FBGHB,2024-01-15,RECHARGE,100.0,,,APP,,False
5074-FBGHB,2024-01-27,RECHARGE,2000.0,,,APP,,False
5074-FBGHB,2024-02-18,CALL,,,1.6,AGENT,,False
5074-FBGHB,2024-02-21,DATA_SESSION,,1186.09,,USSD,,False
5074-FBGHB,2024-02-24,CALL,,,33.2,APP,,False
5074-FBGHB,2024-02-25,CALL,,,10.1,USSD,,False
5074-FBGHB,2024-02-26,DATA_SESSION,,1060.24,,APP,,False
5074-FBGHB,2024-03-12,RECHARGE,100.0,,,AGENT,,False
5074-FBGHB,2024-03-16,RECHARGE,200.0,,,USSD,,False
5074-FBGHB,2024-03-17,RECHARGE,100.0,,,USSD,,False
5074-FBGHB,2024-03-18,DATA_SESSION,,621.31,,AGENT,,False
5074-FBGHB,2024-03-26,DATA_SESSION,,737.95,,USSD,,False
5074-FBGHB,2024-03-31,CALL,,,1.4,AGENT,,False
5075-JSDKI,2024-01-02,RECHARGE,2000.0,,,APP,,False
5075-JSDKI,2024-01-15,CALL,,,4.4,USSD,,False
5075-JSDKI,2024-01-22,RECHARGE,2000.0,,,USSD,,False
5075-JSDKI,2024-02-25,RECHARGE,2000.0,,,WEB,,False
5075-JSDKI,2024-02-26,RECHARGE,1000.0,,,WEB,,False
5075-JSDKI,2024-03-10,DATA_SESSION,,702.18,,USSD,,False
5075-JSDKI,2024-03-17,RECHARGE,2000.0,,,USSD,,False
5075-JSDKI,2024-03-18,SMS,,,,USSD,,False
5075-JSDKI,2024-03-20,DATA_SESSION,,464.92,,APP,,False
5076-YVXCM,2024-01-05,CALL,,,6.0,USSD,,False
5076-YVXCM,2024-01-06,CALL,,,5.4,APP,,False
5076-YVXCM,2024-01-11,CALL,,,5.3,USSD,,False
5076-YVXCM,2024-01-17,RECHARGE,500.0,,,APP,,False
5076-YVXCM,2024-01-19,DATA_SESSION,,377.81,,APP,,False
5076-YVXCM,2024-01-23,CALL,,,2.8,USSD,,False
5076-YVXCM,2024-01-25,CALL,,,8.6,APP,,False
5076-YVXCM,2024-01-26,RECHARGE,500.0,,,USSD,,False
5076-YVXCM,2024-01-27,CALL,,,3.4,USSD,,False
5076-YVXCM,2024-01-28,CALL,,,2.4,AGENT,,False
5076-YVXCM,2024-01-31,RECHARGE,500.0,,,USSD,,False
5076-YVXCM,2024-02-01,DATA_SESSION,,415.86,,AGENT,,False
5076-YVXCM,2024-02-03,RECHARGE,1000.0,,,USSD,,False
5076-YVXCM,2024-02-05,SMS,,,,USSD,,False
5076-YVXCM,2024-02-07,CALL,,,6.5,USSD,,False
5076-YVXCM,2024-02-08,CALL,,,3.7,USSD,,False
5076-YVXCM,2024-02-13,CALL,,,11.0,AGENT,,False
5076-YVXCM,2024-02-17,RECHARGE,1000.0,,,APP,,False
5076-YVXCM,2024-02-20,DATA_SESSION,,346.81,,WEB,,False
5076-YVXCM,2024-02-23,DATA_SESSION,,233.95,,USSD,,False
5076-YVXCM,2024-02-24,SMS,,,,AGENT,,False
5076-YVXCM,2024-03-01,DATA_SESSION,,317.0,,APP,,False
5076-YVXCM,2024-03-04,CALL,,,6.2,USSD,,False
5076-YVXCM,2024-03-05,DATA_SESSION,,230.31,,AGENT,,False
5076-YVXCM,2024-03-06,DATA_SESSION,,393.12,,USSD,,False
5076-YVXCM,2024-03-12,CALL,,,10.1,USSD,,False
5076-YVXCM,2024-03-15,RECHARGE,500.0,,,AGENT,,False
5076-YVXCM,2024-03-16,DATA_SESSION,,380.13,,USSD,,False
5076-YVXCM,2024-03-18,RECHARGE,500.0,,,APP,DATA_BUNDLE_5GB,True
5076-YVXCM,2024-03-19,DATA_SESSION,,281.67,,USSD,,False
5076-YVXCM,2024-03-20,RECHARGE,500.0,,,APP,,False
5076-YVXCM,2024-03-21,CALL,,,10.7,APP,,False
5076-YVXCM,2024-03-24,DATA_SESSION,,345.65,,AGENT,,False
5076-YVXCM,2024-03-25,CALL,,,26.2,WEB,,False
5076-YVXCM,2024-03-26,CALL,,,2.4,USSD,,False
5076-YVXCM,2024-03-27,DATA_SESSION,,153.34,,APP,,False
5076-YVXCM,2024-03-28,RECHARGE,500.0,,,AGENT,,False
5076-YVXCM,2024-03-29,SMS,,,,AGENT,,False
5076-YVXCM,2024-03-30,SMS,,,,USSD,,False
5077-DXTCG,2024-01-08,CALL,,,5.9,USSD,,False
5077-DXTCG,2024-01-09,CALL,,,0.9,USSD,,False
5077-DXTCG,2024-01-12,CALL,,,0.5,USSD,,False
5077-DXTCG,2024-01-17,DATA_SESSION,,383.33,,APP,,False
5077-DXTCG,2024-02-01,RECHARGE,1000.0,,,WEB,,False
5077-DXTCG,2024-02-11,DATA_SESSION,,468.97,,USSD,,False
5077-DXTCG,2024-02-22,DATA_SESSION,,554.6,,USSD,,False
5077-DXTCG,2024-03-01,DATA_SESSION,,547.1,,APP,,False
5077-DXTCG,2024-03-02,DATA_SESSION,,258.39,,WEB,,False
5081-NWSUP,2024-02-03,CALL,,,7.4,APP,,False
5084-OOVCJ,2024-01-02,DATA_SESSION,,405.9,,WEB,,False
5084-OOVCJ,2024-01-05,SMS,,,,USSD,,False
5084-OOVCJ,2024-01-10,RECHARGE,500.0,,,USSD,,False
5084-OOVCJ,2024-01-11,DATA_SESSION,,280.97,,AGENT,,False
5084-OOVCJ,2024-01-14,RECHARGE,500.0,,,USSD,,False
5084-OOVCJ,2024-01-21,RECHARGE,500.0,,,USSD,DATA_BUNDLE_5GB,False
5084-OOVCJ,2024-02-04,DATA_SESSION,,192.38,,USSD,,False
5084-OOVCJ,2024-02-06,DATA_SESSION,,447.92,,APP,,False
5084-OOVCJ,2024-02-10,DATA_SESSION,,378.59,,AGENT,,False
5084-OOVCJ,2024-02-17,DATA_SESSION,,386.73,,USSD,,False
5084-OOVCJ,2024-02-22,CALL,,,8.8,AGENT,,False
5084-OOVCJ,2024-02-28,RECHARGE,500.0,,,USSD,,False
5084-OOVCJ,2024-02-29,CALL,,,2.6,USSD,,False
5087-SUURX,2024-01-01,DATA_SESSION,,601.56,,USSD,,False
5087-SUURX,2024-01-18,CALL,,,3.1,AGENT,,False
5087-SUURX,2024-02-15,CALL,,,13.3,APP,,False
5087-SUURX,2024-03-12,SMS,,,,USSD,,False
5088-QZLRL,2024-01-02,RECHARGE,100.0,,,AGENT,,False
5088-QZLRL,2024-01-05,DATA_SESSION,,220.12,,AGENT,,False
5088-QZLRL,2024-01-06,SMS,,,,USSD,,False
5088-QZLRL,2024-01-08,CALL,,,14.0,USSD,,False
5088-QZLRL,2024-01-10,RECHARGE,200.0,,,USSD,,False
5088-QZLRL,2024-01-16,RECHARGE,500.0,,,APP,,False
5088-QZLRL,2024-01-17,RECHARGE,500.0,,,USSD,,False
5088-QZLRL,2024-01-20,SMS,,,,APP,,False
5088-QZLRL,2024-01-25,CALL,,,4.0,USSD,,False
5088-QZLRL,2024-01-27,DATA_SESSION,,221.2,,USSD,,False
5088-QZLRL,2024-02-02,CALL,,,0.7,WEB,,False
5088-QZLRL,2024-02-03,RECHARGE,1000.0,,,USSD,,False
5088-QZLRL,2024-02-04,CALL,,,3.0,USSD,,False
5088-QZLRL,2024-02-11,RECHARGE,500.0,,,WEB,,False
5088-QZLRL,2024-02-14,CALL,,,0.5,AGENT,,False
5088-QZLRL,2024-02-23,DATA_SESSION,,377.84,,USSD,,False
5088-QZLRL,2024-02-24,RECHARGE,500.0,,,USSD,,False
5088-QZLRL,2024-02-26,CALL,,,0.5,USSD,,False
5088-QZLRL,2024-02-27,DATA_SESSION,,375.61,,AGENT,,False
5088-QZLRL,2024-02-28,RECHARGE,500.0,,,USSD,,False
5088-QZLRL,2024-03-08,RECHARGE,1000.0,,,APP,,False
5088-QZLRL,2024-03-09,DATA_SESSION,,567.89,,AGENT,,False
5088-QZLRL,2024-03-11,DATA_SESSION,,383.38,,USSD,,False
5088-QZLRL,2024-03-23,CALL,,,7.4,USSD,,False
5088-QZLRL,2024-03-24,RECHARGE,100.0,,,USSD,WEEKEND_DATA,False
5089-IFSDP,2024-01-16,RECHARGE,1000.0,,,APP,,False
5089-IFSDP,2024-01-17,CALL,,,19.6,USSD,,False
5089-IFSDP,2024-01-23,CALL,,,0.5,APP,,False
5089-IFSDP,2024-02-14,RECHARGE,1000.0,,,AGENT,,False
5089-IFSDP,2024-02-16,SMS,,,,AGENT,,False
5089-IFSDP,2024-02-27,RECHARGE,1000.0,,,USSD,,False
5089-IFSDP,2024-03-02,DATA_SESSION,,231.91,,USSD,,False
5089-IFSDP,2024-03-09,RECHARGE,100.0,,,USSD,,False
5090-EMGTC,2024-01-09,DATA_SESSION,,293.95,,APP,,False
5090-EMGTC,2024-01-11,DATA_SESSION,,386.94,,USSD,,False
5090-EMGTC,2024-01-21,RECHARGE,1000.0,,,APP,,False
5090-EMGTC,2024-01-28,RECHARGE,1000.0,,,USSD,DATA_BUNDLE_1GB,True
5090-EMGTC,2024-02-09,DATA_SESSION,,233.39,,USSD,,False
5090-EMGTC,2024-03-01,SMS,,,,AGENT,,False
5090-EMGTC,2024-03-14,DATA_SESSION,,340.47,,APP,,False
5090-EMGTC,2024-03-22,DATA_SESSION,,262.26,,USSD,,False
5090-EMGTC,2024-03-29,SMS,,,,USSD,,False
5091-HFAZW,2024-01-25,DATA_SESSION,,1149.96,,APP,,False
5091-HFAZW,2024-01-27,DATA_SESSION,,1363.46,,APP,,False
5091-HFAZW,2024-01-28,DATA_SESSION,,901.08,,USSD,,False
5091-HFAZW,2024-02-14,RECHARGE,500.0,,,AGENT,,False
5091-HFAZW,2024-03-10,DATA_SESSION,,3009.55,,USSD,,False
5091-HFAZW,2024-03-17,RECHARGE,500.0,,,APP,,False
5091-HFAZW,2024-03-29,RECHARGE,500.0,,,USSD,,False
5092-STPKP,2024-01-02,CALL,,,1.4,USSD,,False
5092-STPKP,2024-01-03,CALL,,,4.6,APP,,False
5092-STPKP,2024-01-09,DATA_SESSION,,745.44,,USSD,,False
5092-STPKP,2024-01-10,DATA_SESSION,,934.18,,APP,,False
5092-STPKP,2024-01-11,DATA_SESSION,,849.17,,USSD,,False
5092-STPKP,2024-01-21,DATA_SESSION,,493.12,,AGENT,,False
5092-STPKP,2024-01-22,DATA_SESSION,,1257.39,,USSD,,False
5092-STPKP,2024-01-23,CALL,,,14.7,USSD,,False
5092-STPKP,2024-01-27,DATA_SESSION,,678.62,,WEB,,False
5092-STPKP,2024-01-28,CALL,,,13.0,APP,,False
5092-STPKP,2024-01-31,DATA_SESSION,,652.59,,APP,,False
5092-STPKP,2024-02-01,CALL,,,5.3,APP,,False
5092-STPKP,2024-02-02,SMS,,,,AGENT,,False
5092-STPKP,2024-02-04,DATA_SESSION,,869.97,,WEB,,False
5092-STPKP,2024-02-08,RECHARGE,100.0,,,APP,,False
5092-STPKP,2024-02-10,RECHARGE,500.0,,,APP,,False
5092-STPKP,2024-02-13,CALL,,,9.0,USSD,,False
5092-STPKP,2024-02-15,RECHARGE,500.0,,,USSD,,False
5092-STPKP,2024-02-16,CALL,,,10.4,AGENT,,False
5092-STPKP,2024-02-23,RECHARGE,500.0,,,USSD,,False
5092-STPKP,2024-02-24,DATA_SESSION,,898.98,,USSD,,False
5092-STPKP,2024-02-29,CALL,,,7.6,USSD,,False
5092-STPKP,2024-03-01,DATA_SESSION,,1062.33,,USSD,,False
5092-STPKP,2024-03-08,RECHARGE,500.0,,,USSD,VOICE_TOPUP_100,True
5092-STPKP,2024-03-13,DATA_SESSION,,1538.62,,USSD,,False
5092-STPKP,2024-03-18,RECHARGE,500.0,,,USSD,,False
5092-STPKP,2024-03-20,DATA_SESSION,,847.33,,APP,,False
5092-STPKP,2024-03-27,RECHARGE,100.0,,,USSD,,False
5092-STPKP,2024-03-28,CALL,,,2.9,APP,,False
5093-FEGLU,2024-01-09,DATA_SESSION,,433.13,,USSD,,False
5093-FEGLU,2024-01-10,DATA_SESSION,,291.98,,USSD,,False
5093-FEGLU,2024-01-12,RECHARGE,2000.0,,,APP,,False
5093-FEGLU,2024-01-16,DATA_SESSION,,437.89,,APP,,False
5093-FEGLU,2024-01-26,CALL,,,14.9,USSD,,False
5093-FEGLU,2024-01-27,DATA_SESSION,,502.28,,AGENT,,False
5093-FEGLU,2024-02-07,RECHARGE,2000.0,,,WEB,,False
5093-FEGLU,2024-02-18,SMS,,,,WEB,,False
5093-FEGLU,2024-03-10,CALL,,,10.2,USSD,,False
5093-FEGLU,2024-03-17,DATA_SESSION,,227.11,,AGENT,,False
5093-FEGLU,2024-03-18,CALL,,,1.8,USSD,,False
5093-FEGLU,2024-03-27,RECHARGE,1000.0,,,USSD,,False
5093-FEGLU,2024-03-28,CALL,,,0.5,APP,,False
5095-AESKG,2024-01-09,CALL,,,13.5,APP,,False
5095-AESKG,2024-02-01,RECHARGE,500.0,,,USSD,,False
5095-AESKG,2024-02-14,SMS,,,,USSD,,False
5095-ETBRJ,2024-01-05,CALL,,,6.6,AGENT,,False
5095-ETBRJ,2024-01-08,CALL,,,0.8,USSD,,False
5095-ETBRJ,2024-01-12,DATA_SESSION,,50.06,,WEB,,False
5095-ETBRJ,2024-01-16,DATA_SESSION,,44.92,,APP,,False
5095-ETBRJ,2024-01-17,CALL,,,1.2,APP,,False
5095-ETBRJ,2024-01-25,RECHARGE,100.0,,,USSD,VOICE_TOPUP_100,False
5095-ETBRJ,2024-01-30,CALL,,,1.3,AGENT,,False
5095-ETBRJ,2024-02-10,DATA_SESSION,,67.95,,WEB,,False
5095-ETBRJ,2024-02-17,CALL,,,9.6,APP,,False
5095-ETBRJ,2024-02-24,DATA_SESSION,,51.27,,USSD,,False
5095-ETBRJ,2024-02-29,CALL,,,5.3,APP,,False
5095-ETBRJ,2024-03-08,DATA_SESSION,,72.33,,USSD,,False
5095-ETBRJ,2024-03-09,DATA_SESSION,,38.38,,WEB,,False
5095-ETBRJ,2024-03-21,RECHARGE,200.0,,,APP,,False
5095-ETBRJ,2024-03-25,DATA_SESSION,,63.26,,APP,,False
5095-ETBRJ,2024-03-28,CALL,,,12.4,AGENT,,False
5099-BAILX,2024-01-05,CALL,,,7.8,AGENT,,False
5099-BAILX,2024-01-15,CALL,,,0.5,USSD,,False
5099-BAILX,2024-01-29,RECHARGE,200.0,,,APP,,False
5099-BAILX,2024-02-07,DATA_SESSION,,2595.67,,APP,,False
5099-BAILX,2024-02-25,CALL,,,0.5,APP,,False
5099-BAILX,2024-03-09,CALL,,,3.1,APP,,False
5103-MHMHY,2024-01-18,RECHARGE,200.0,,,APP,,False
5103-MHMHY,2024-02-04,CALL,,,0.5,AGENT,,False
